query_gene	target_gene
g18160	LOC145259857
g18161	LOC145259858
g18162	LOC145259858
g18165	LOC145259858
g18166	LOC145259858
g18167	LOC145259623
g18168	LOC145259623
g18169	LOC145259623
g18176	LOC145259859
g18199	LOC145259862
g18202	LOC145259864
g18203	LOC145259864
g18204	LOC145259867
g18205	LOC145259869
g18206	LOC145259868
g18207	LOC145259885
g18208	LOC145259885
g18210	LOC145259884
g18211	LOC145259884
g18212	LOC145259908
g18213	LOC145259906
g18214	LOC145259906
g18215	LOC145259904
g18217	LOC145259904
g18218	LOC145259902
g18219	LOC145259902
g1822	LOC145287742
g18220	LOC145259903
g18221	LOC145259901
g18222	LOC145259900
g18224	LOC145259899
g18225	LOC145259892
g18226	LOC145259655
g18227	LOC145259895
g18228	LOC145259894
g18229	LOC145259894
g1823	LOC145287744
g18230	LOC145259893
g18231	LOC145259898
g18232	LOC145259891
g18233	LOC145259891
g18234	LOC145259891
g18237	LOC145259891
g18238	LOC145259891
g18240	LOC145259890
g18241	LOC145259645
g18242	LOC145259645
g1825	LOC145287745
g18251	LOC145259663
g18253	LOC145259956
g18254	LOC145259956
g18255	LOC145259955
g18256	LOC145259956
g18257	LOC145259953
g18259	LOC145259952
g1826	LOC145287746
g18260	LOC145259951
g18261	LOC145259949
g18262	LOC145259948
g18263	LOC145259948
g18264	LOC145259947
g18266	LOC145259946
g18267	LOC145259943
g18268	LOC145259943
g18269	LOC145259945
g18271	LOC145259940
g18272	LOC145259940
g18274	LOC145259939
g1828	LOC145287750
g18287	LOC145259962
g18288	LOC145259962
g18289	LOC145259962
g1829	LOC145287748
g18290	LOC145259962
g18297	LOC145259965
g18298	LOC145259966
g18299	LOC145259967
g1830	LOC145287748
g18300	LOC145259968
g18301	LOC145259974
g18302	LOC145259973
g18303	LOC145259975
g18305	LOC145259975
g18306	LOC145259978
g18307	LOC145259979
g18308	LOC145259980
g1831	LOC145287748
g18310	LOC145259982
g18311	LOC145259981
g18312	LOC145259983
g18313	LOC145259985
g18314	LOC145259984
g18315	LOC145259987
g18318	LOC145259989
g18319	LOC145259776
g1832	LOC145287752
g18320	LOC145259780
g18321	LOC145259780
g18322	LOC145259779
g18323	LOC145259773
g18324	LOC145259775
g18325	LOC145259772
g18326	LOC145259774
g18327	LOC145259773
g18328	LOC145259770
g1833	LOC145287752
g18330	LOC145259769
g18331	LOC145259768
g18332	LOC145259767
g18333	LOC145259767
g18334	LOC145259767
g18335	LOC145259767
g18336	LOC145259766
g18337	LOC145259762
g18338	LOC145259762
g18339	LOC145259763
g1834	LOC145287752
g18340	LOC145259761
g18341	LOC145259761
g18342	LOC145259765
g18343	LOC145259760
g18345	LOC145259759
g18346	LOC145259758
g18347	LOC145259755
g18348	LOC145259755
g18349	LOC145259755
g1835	LOC145287753
g18350	LOC145259754
g18351	LOC145259753
g18352	LOC145259753
g18353	LOC145259753
g18354	LOC145259753
g18355	LOC145259752
g18356	LOC145259751
g18357	LOC145259749
g18358	LOC145259749
g1836	LOC145287757
g18361	LOC145259748
g18362	LOC145259748
g18363	LOC145259746
g18364	LOC145259744
g18365	LOC145259743
g18366	LOC145259743
g18367	LOC145259741
g18368	LOC145259598
g1837	LOC145287757
g18371	LOC145259740
g18372	LOC145259739
g18373	LOC145259738
g18374	LOC145259738
g18375	LOC145259597
g18377	LOC145259736
g18378	LOC145259735
g18379	LOC145259611
g1838	LOC145287757
g18383	LOC145259734
g18386	LOC145259732
g18387	LOC145259732
g18388	LOC145259733
g18389	LOC145259730
g1839	LOC145287759
g18390	LOC145259728
g18391	LOC145259727
g18392	LOC145259726
g18393	LOC145259725
g18394	LOC145259724
g18395	LOC145259723
g18396	LOC145259722
g18397	LOC145259722
g18399	LOC145259720
g1840	LOC145287758
g18401	LOC145267029
g18402	LOC145267030
g18404	LOC145259721
g18405	LOC145259719
g18406	LOC145259718
g18407	LOC145259716
g1841	LOC145287758
g18416	LOC145259713
g18417	LOC145259713
g18418	LOC145259713
g18419	LOC145259712
g18422	LOC145259710
g18423	LOC145259708
g18424	LOC145259705
g18425	LOC145259706
g18426	LOC145259697
g18427	LOC145259588
g18428	LOC145259588
g18429	LOC145259588
g18430	LOC145259587
g18431	LOC145259587
g18432	LOC145259587
g18433	LOC145259586
g18434	LOC145259586
g18435	LOC145259586
g18436	LOC145259696
g18437	LOC145259695
g18438	LOC145259695
g18439	LOC145259692
g1844	LOC145287760
g18440	LOC145259692
g18441	LOC145259691
g18442	LOC145259690
g18443	LOC145259689
g18444	LOC145259689
g18445	LOC145259686
g18446	LOC145259689
g18447	LOC145259689
g18448	LOC145259686
g18449	LOC145259686
g1845	LOC145287760
g18456	LOC145259685
g18457	LOC145259684
g18458	LOC145259684
g18459	LOC145259683
g18460	LOC145259682
g18463	LOC145259681
g18466	LOC145259680
g18467	LOC145259679
g18468	LOC145259678
g18469	LOC145259677
g18471	LOC145259674
g18472	LOC145259936
g18473	LOC145259659
g18474	LOC145259659
g18475	LOC145259931
g18476	LOC145259934
g18478	LOC145259935
g18479	LOC145259931
g18480	LOC145259933
g18481	LOC145259932
g18482	LOC145259930
g18483	LOC145259930
g18484	LOC145259927
g18485	LOC145259926
g18486	LOC145259925
g18487	LOC145259923
g18488	LOC145259922
g18489	LOC145259920
g18490	LOC145259916
g18491	LOC145259918
g18492	LOC145259918
g18493	LOC145259917
g18494	LOC145259916
g18496	LOC145259915
g18497	LOC145259913
g18499	LOC145259913
g18500	LOC145259913
g18501	LOC145259910
g18502	LOC145259911
g18503	LOC145259909
g18506	LOC145260313
g18507	LOC145260312
g18508	LOC145260309
g18509	LOC145260194
g18510	LOC145260194
g18511	LOC145260300
g18513	LOC145260299
g18514	LOC145260298
g18515	LOC145260308
g18516	LOC145260308
g18517	LOC145260307
g18518	LOC145260304
g18519	LOC145260305
g18520	LOC145260306
g18521	LOC145260296
g18522	LOC145260295
g18523	LOC145260295
g18524	LOC145260294
g18525	LOC145260293
g18526	LOC145260301
g18527	LOC145260289
g18528	LOC145260290
g18530	LOC145260287
g18531	LOC145260287
g18532	LOC145260193
g18533	LOC145260191
g18534	LOC145260191
g18539	LOC145260423
g1854	LOC145287767
g18540	LOC145260423
g18541	LOC145260423
g18548	LOC145260425
g18549	LOC145260426
g1855	LOC145287768
g18550	LOC145260427
g18551	LOC145260427
g18553	LOC145260429
g18557	LOC145260432
g18558	LOC145260432
g18559	LOC145260432
g1856	LOC145287768
g18561	LOC145260434
g18562	LOC145260435
g18563	LOC145260436
g18564	LOC145260437
g18566	LOC145260439
g18567	LOC145260440
g18568	LOC145260441
g18569	LOC145260446
g1857	LOC145287770
g18570	LOC145260445
g18571	LOC145260447
g18572	LOC145260448
g18573	LOC145260449
g18574	LOC145260449
g18575	LOC145260449
g18576	LOC145260450
g18577	LOC145260451
g18578	LOC145260454
g18579	LOC145260453
g1858	LOC145287770
g18580	LOC145260453
g18581	LOC145260455
g18582	LOC145260458
g18590	LOC145260461
g18591	LOC145260463
g18592	LOC145260465
g18593	LOC145260465
g18594	LOC145260463
g18595	LOC145260466
g18596	LOC145260468
g18597	LOC145260469
g18598	LOC145260470
g18599	LOC145260471
g18600	LOC145260238
g18601	LOC145260222
g18602	LOC145260473
g18603	LOC145260474
g18607	LOC145260475
g18608	LOC145260476
g18609	LOC145260476
g1861	LOC145287771
g18610	LOC145260477
g18611	LOC145260481
g18612	LOC145260482
g18613	LOC145260483
g18615	LOC145260485
g18616	LOC145260486
g18617	LOC145260488
g18618	LOC145260487
g18619	LOC145260491
g1862	LOC145287771
g18620	LOC145260494
g18621	LOC145260490
g18622	LOC145260489
g18623	LOC145260492
g18625	LOC145271294
g18629	LOC145270725
g1863	LOC145287772
g18631	LOC145271006
g18633	LOC145260497
g18634	LOC145260499
g18635	LOC145260499
g18636	LOC145260500
g18637	LOC145260501
g18638	LOC145260502
g18639	LOC145260502
g1864	LOC145287772
g18640	LOC145260503
g18641	LOC145260503
g18642	LOC145260504
g18643	LOC145260504
g18644	LOC145260505
g18645	LOC145260506
g18646	LOC145260507
g18647	LOC145260509
g18648	LOC145260508
g18649	LOC145260511
g18650	LOC145260516
g18651	LOC145260515
g18652	LOC145260517
g18654	LOC145260512
g18655	LOC145260513
g18657	LOC145260514
g18658	LOC145260517
g18659	LOC145260246
g1866	LOC145287774
g18660	LOC145260518
g18661	LOC145260518
g18662	LOC145260523
g18663	LOC145260524
g18664	LOC145260524
g18665	LOC145260522
g18668	LOC145260522
g18669	LOC145260525
g1867	LOC145287774
g18670	LOC145260526
g18671	LOC145260527
g18677	LOC145260676
g18678	LOC145260676
g18679	LOC145260676
g1868	LOC145287777
g18680	LOC145260676
g18684	LOC145260584
g18686	LOC145260585
g18689	LOC145260587
g1869	LOC145287778
g18690	LOC145260587
g18691	LOC145260588
g18692	LOC145260588
g18693	LOC145260588
g18694	LOC145260590
g18695	LOC145260227
g18696	LOC145260591
g18697	LOC145260594
g18698	LOC145260592
g18699	LOC145260595
g187	LOC145300993
g1870	LOC145287780
g18700	LOC145260596
g18701	LOC145260597
g18702	LOC145260600
g18704	LOC145260598
g18706	LOC145260601
g18707	LOC145260602
g18708	LOC145260605
g18709	LOC145260604
g1871	LOC145287781
g18710	LOC145260603
g18711	LOC145260607
g18714	LOC145260608
g18715	LOC145260609
g18716	LOC145260609
g18717	LOC145260610
g18718	LOC145260612
g18719	LOC145260613
g1872	LOC145287854
g18720	LOC145260613
g18721	LOC145260614
g18722	LOC145260614
g18723	LOC145260614
g18724	LOC145260615
g18725	LOC145260616
g18726	LOC145260616
g18727	LOC145260617
g18728	LOC145260617
g18729	LOC145260617
g1873	LOC145287857
g18730	LOC145260618
g18731	LOC145260618
g18732	LOC145260618
g18734	LOC145260624
g18739	LOC145260625
g18743	LOC145260626
g18745	LOC145260627
g18746	LOC145260628
g18747	LOC145260629
g18748	LOC145260629
g18749	LOC145260629
g1875	LOC145287855
g18750	LOC145260629
g18751	LOC145260630
g18752	LOC145260632
g18753	LOC145260631
g18754	LOC145260633
g18755	LOC145260639
g18756	LOC145260261
g18757	LOC145260635
g18758	LOC145260638
g18759	LOC145260639
g18760	LOC145260636
g18761	LOC145260636
g18762	LOC145260637
g18763	LOC145260640
g18764	LOC145260640
g18765	LOC145260641
g18766	LOC145260641
g18767	LOC145260643
g18768	LOC145260644
g18769	LOC145260644
g18770	LOC145260645
g18771	LOC145260645
g18772	LOC145260647
g18773	LOC145260670
g18774	LOC145260669
g18775	LOC145260667
g18776	LOC145260666
g18777	LOC145260665
g18778	LOC145260664
g1878	LOC145287858
g18780	LOC145260663
g18781	LOC145260662
g18782	LOC145260321
g18783	LOC145260319
g18784	LOC145260322
g18785	LOC145260323
g18786	LOC145260324
g18787	LOC145260324
g18789	LOC145260324
g18790	LOC145260324
g18791	LOC145260324
g18794	LOC145260324
g18795	LOC145260326
g18796	LOC145260327
g18797	LOC145260330
g18798	LOC145260330
g18799	LOC145260333
g188	LOC145300993
g18800	LOC145260334
g18802	LOC145260335
g18805	LOC145260336
g18809	LOC145260337
g18810	LOC145260339
g18811	LOC145260340
g18812	LOC145260341
g18813	LOC145260345
g18814	LOC145260196
g18815	LOC145260342
g18817	LOC145260346
g18818	LOC145260344
g18819	LOC145260344
g18821	LOC145260346
g18822	LOC145260346
g18828	LOC145260347
g18829	LOC145260350
g1883	LOC145288236
g18830	LOC145260351
g18831	LOC145260352
g18832	LOC145260353
g18833	LOC145260354
g18835	LOC145260355
g18836	LOC145260357
g18837	LOC145260358
g1884	LOC145287875
g18843	LOC145260359
g18847	LOC145260360
g18848	LOC145260362
g18849	LOC145260361
g1885	LOC145287875
g18850	LOC145260215
g18851	LOC145260215
g18852	LOC145260363
g18853	LOC145260365
g18854	LOC145260367
g18855	LOC145260367
g18856	LOC145260368
g18857	LOC145260369
g18858	LOC145260369
g18859	LOC145260373
g1886	LOC145287875
g18860	LOC145260371
g18861	LOC145260372
g18862	LOC145260374
g18863	LOC145260375
g18865	LOC145260378
g18866	LOC145260379
g18867	LOC145260377
g18868	LOC145260376
g18869	LOC145260216
g1887	LOC145287869
g18870	LOC145260216
g18872	LOC145260529
g18873	LOC145260530
g18874	LOC145260247
g18875	LOC145260531
g18876	LOC145260531
g18879	LOC145260533
g1888	LOC145287869
g18880	LOC145260533
g18881	LOC145260533
g18882	LOC145260534
g18883	LOC145260535
g18887	LOC145260537
g18889	LOC145260538
g1889	LOC145287867
g18890	LOC145260539
g18892	LOC145260541
g18893	LOC145260543
g18894	LOC145260542
g18897	LOC145260545
g18898	LOC145260546
g18899	LOC145260547
g189	LOC145300582
g1890	LOC145287866
g18900	LOC145260548
g18901	LOC145260552
g18902	LOC145260548
g18903	LOC145260550
g18904	LOC145260554
g18905	LOC145260561
g18906	LOC145260563
g18908	LOC145260560
g18909	LOC145260559
g18910	LOC145260558
g18912	LOC145260564
g18914	LOC145260564
g18915	LOC145260567
g18918	LOC145260252
g18924	LOC145260567
g18925	LOC145260567
g18926	LOC145260584
g18927	LOC145260584
g18928	LOC145260225
g18929	LOC145260225
g18930	LOC145260583
g18931	LOC145260582
g18932	LOC145260581
g18933	LOC145260580
g18934	LOC145260579
g18935	LOC145260576
g18936	LOC145260574
g18937	LOC145260574
g18938	LOC145260574
g18939	LOC145260574
g18941	LOC145260573
g18942	LOC145260571
g18945	LOC145260568
g18946	LOC145260568
g18947	LOC145260569
g1895	LOC145287865
g18961	LOC145260394
g18964	LOC145260391
g18965	LOC145260391
g18966	LOC145260390
g18967	LOC145260388
g18977	LOC145260386
g18978	LOC145260385
g18979	LOC145260384
g18980	LOC145260383
g18981	LOC145260382
g18982	LOC145260381
g18983	LOC145260415
g18984	LOC145260414
g18985	LOC145260414
g18986	LOC145260413
g18987	LOC145260410
g18988	LOC145260412
g18989	LOC145260411
g18990	LOC145260409
g18991	LOC145260220
g18992	LOC145260409
g18996	LOC145260408
g18997	LOC145260212
g18998	LOC145260405
g190	LOC145300836
g1900	LOC145287863
g19002	LOC145260219
g19006	LOC145260218
g19009	LOC145260404
g1901	LOC145287879
g19010	LOC145260404
g19030	LOC145261109
g19032	LOC145261109
g1904	LOC145287880
g19044	LOC145260982
g1905	LOC145287880
g19052	LOC145260983
g19053	LOC145260983
g1906	LOC145287881
g19060	LOC145261110
g1907	LOC145287881
g19075	LOC145261136
g19076	LOC145261136
g19077	LOC145261136
g19078	LOC145261137
g19079	LOC145261138
g1908	LOC145287883
g19085	LOC145261142
g19086	LOC145261142
g19087	LOC145261146
g19088	LOC145261146
g1909	LOC145287884
g19091	LOC145261178
g19094	LOC145261144
g19095	LOC145261145
g19096	LOC145261148
g19097	LOC145261150
g19098	LOC145261151
g19099	LOC145261151
g191	LOC145299849
g1910	LOC145287885
g19100	LOC145261154
g19101	LOC145261155
g19102	LOC145261158
g19103	LOC145261156
g19106	LOC145261160
g19107	LOC145261161
g19108	LOC145261162
g1911	LOC145287886
g19110	LOC145261163
g19111	LOC145261195
g19112	LOC145261195
g19113	LOC145261195
g19114	LOC145261197
g19115	LOC145261198
g19116	LOC145261199
g19117	LOC145261199
g1912	LOC145287888
g19120	LOC145261000
g19121	LOC145261000
g19129	LOC145261200
g1913	LOC145287889
g19130	LOC145261200
g19131	LOC145261200
g19132	LOC145261200
g19138	LOC145261122
g1914	LOC145287889
g19140	LOC145261118
g19141	LOC145261120
g19142	LOC145261124
g19143	LOC145261123
g19144	LOC145260986
g19147	LOC145261125
g19148	LOC145261125
g19149	LOC145261125
g19152	LOC145261128
g19153	LOC145261108
g19154	LOC145261107
g19155	LOC145261107
g19157	LOC145261106
g19158	LOC145261106
g19159	LOC145261105
g19160	LOC145261104
g19162	LOC145261103
g19163	LOC145261102
g19164	LOC145261101
g19165	LOC145261101
g19166	LOC145261100
g19167	LOC145261100
g19168	LOC145261098
g19169	LOC145261098
g1917	LOC145287890
g19170	LOC145261096
g19172	LOC145261096
g19173	LOC145261095
g19174	LOC145261003
g19175	LOC145261094
g19176	LOC145261093
g19177	LOC145261092
g19179	LOC145260981
g1918	LOC145287890
g19181	LOC145261090
g19183	LOC145261088
g19184	LOC145261083
g19185	LOC145261074
g19187	LOC145261074
g19188	LOC145261070
g19189	LOC145261071
g1919	LOC145287896
g19190	LOC145261073
g19191	LOC145261070
g19192	LOC145261063
g19193	LOC145261062
g19194	LOC145261063
g19195	LOC145261060
g192	LOC145300424
g1920	LOC145287890
g19201	LOC145261059
g19202	LOC145261058
g19203	LOC145261040
g19204	LOC145261040
g19205	LOC145261041
g19206	LOC145261042
g19210	LOC145261044
g19211	LOC145261047
g19212	LOC145261045
g19213	LOC145261034
g19214	LOC145261031
g19215	LOC145261031
g19216	LOC145261030
g19217	LOC145261029
g19219	LOC145261028
g19220	LOC145261026
g19221	LOC145261025
g19222	LOC145261017
g19223	LOC145261018
g19224	LOC145261019
g19225	LOC145261022
g19226	LOC145261023
g19227	LOC145261024
g19228	LOC145261213
g19229	LOC145261213
g19230	LOC145261211
g19232	LOC145261210
g19233	LOC145261210
g19234	LOC145261210
g19235	LOC145261209
g19237	LOC145268400
g19238	LOC145268245
g19239	LOC145268244
g19245	LOC145261208
g19247	LOC145261207
g19248	LOC145261207
g19249	LOC145261207
g19250	LOC145261207
g19251	LOC145261207
g19252	LOC145261207
g19254	LOC145261202
g19255	LOC145261202
g19256	LOC145261202
g19257	LOC145261202
g19258	LOC145261201
g19259	LOC145261213
g19260	LOC145261213
g19266	LOC145261215
g19267	LOC145261215
g19272	LOC145261283
g19273	LOC145261282
g19276	LOC145261281
g19277	LOC145261281
g19278	LOC145261281
g19279	LOC145261280
g19280	LOC145261280
g19281	LOC145261279
g19282	LOC145261279
g19283	LOC145261279
g19284	LOC145261279
g19285	LOC145261279
g19286	LOC145261278
g19288	LOC145261277
g19289	LOC145261275
g19290	LOC145261275
g19291	LOC145261274
g19292	LOC145261273
g19293	LOC145261272
g19294	LOC145261268
g19295	LOC145261268
g19297	LOC145261267
g19298	LOC145261265
g19299	LOC145261258
g19300	LOC145261258
g19301	LOC145261258
g19302	LOC145261255
g19304	LOC145261254
g19305	LOC145261253
g19306	LOC145261253
g19307	LOC145261016
g19308	LOC145261251
g19309	LOC145261248
g19310	LOC145261247
g19312	LOC145261249
g19313	LOC145261193
g19314	LOC145261193
g19315	LOC145261245
g19316	LOC145261245
g19317	LOC145261192
g19318	LOC145261243
g19319	LOC145261242
g19320	LOC145261241
g19321	LOC145261241
g19322	LOC145261241
g19323	LOC145261239
g19324	LOC145261238
g19325	LOC145261236
g19326	LOC145261237
g19327	LOC145261235
g19328	LOC145261234
g19329	LOC145261232
g19330	LOC145261231
g19331	LOC145261230
g19332	LOC145261230
g19333	LOC145261230
g19334	LOC145261229
g19335	LOC145261229
g19336	LOC145261229
g1934	LOC145287898
g19346	LOC145261190
g19349	LOC145261228
g1935	LOC145287897
g19350	LOC145261228
g19352	LOC145261227
g19362	LOC145261226
g19363	LOC145261225
g19365	LOC145261225
g19366	LOC145261225
g19367	LOC145261223
g19368	LOC145261223
g19370	LOC145261221
g19371	LOC145261217
g19372	LOC145261219
g19376	LOC145263152
g19377	LOC145263152
g19378	LOC145263152
g19379	LOC145263153
g1938	LOC145287900
g19380	LOC145263154
g19381	LOC145263155
g19382	LOC145263157
g19383	LOC145263158
g19384	LOC145263159
g19385	LOC145263160
g19386	LOC145263160
g19387	LOC145263160
g19388	LOC145263161
g19389	LOC145263161
g1939	LOC145287901
g19390	LOC145263161
g19393	LOC145263163
g19394	LOC145263164
g19396	LOC145263165
g19407	LOC145263286
g19418	LOC145263176
g19419	LOC145263178
g19420	LOC145263177
g19424	LOC145263177
g19426	LOC145263179
g19427	LOC145263180
g19428	LOC145263181
g19429	LOC145263181
g19430	LOC145263181
g19431	LOC145263291
g19432	LOC145263185
g19433	LOC145263185
g19435	LOC145263015
g19436	LOC145263186
g19437	LOC145263187
g19438	LOC145263188
g19439	LOC145263189
g19440	LOC145263731
g19441	LOC145263731
g19444	LOC145263733
g19445	LOC145263734
g19446	LOC145263199
g19448	LOC145263196
g19449	LOC145263190
g1945	LOC145287925
g19450	LOC145263195
g19451	LOC145263198
g19452	LOC145263200
g19453	LOC145263201
g19455	LOC145263202
g19457	LOC145263202
g19459	LOC145263213
g1946	LOC145287923
g19460	LOC145263213
g19461	LOC145263214
g19462	LOC145263300
g19463	LOC145263224
g19464	LOC145263225
g19467	LOC145263227
g19468	LOC145263228
g19469	LOC145263228
g1947	LOC145287923
g19470	LOC145263231
g1948	LOC145287918
g19487	LOC145263241
g19489	LOC145263305
g1949	LOC145287921
g19497	LOC145263246
g1950	LOC145287922
g19500	LOC145263252
g1951	LOC145287919
g19511	LOC145263046
g19512	LOC145263047
g19514	LOC145263049
g19515	LOC145263049
g19516	LOC145263050
g19517	LOC145263051
g19518	LOC145263052
g1952	LOC145287919
g19520	LOC145263052
g19521	LOC145263008
g19524	LOC145263025
g19525	LOC145256427
g19527	LOC145256117
g19528	LOC145256117
g19529	LOC145256426
g1953	LOC145287917
g19531	LOC145256165
g19532	LOC145256115
g19534	LOC145256422
g19538	LOC145263053
g19539	LOC145263054
g1954	LOC145288154
g19540	LOC145263056
g19541	LOC145263057
g19545	LOC145263058
g19546	LOC145263058
g19547	LOC145263061
g19548	LOC145263058
g19549	LOC145263060
g1955	LOC145287914
g19553	LOC145263064
g19554	LOC145263065
g19555	LOC145263066
g19556	LOC145263067
g19557	LOC145263068
g1956	LOC145287916
g19561	LOC145263068
g19562	LOC145263068
g19563	LOC145263069
g19564	LOC145263069
g19565	LOC145263070
g19566	LOC145263071
g19567	LOC145263073
g19568	LOC145263072
g19569	LOC145263072
g19570	LOC145263027
g19571	LOC145263027
g1958	LOC145287911
g19582	LOC145263075
g19584	LOC145263075
g19588	LOC145263077
g1959	LOC145287913
g19592	LOC145263078
g19597	LOC145263080
g19598	LOC145263081
g19599	LOC145263081
g1960	LOC145287912
g19600	LOC145263082
g19601	LOC145263082
g19602	LOC145263084
g19603	LOC145263084
g19608	LOC145263085
g19609	LOC145263085
g1961	LOC145287910
g19610	LOC145263086
g19611	LOC145263085
g19612	LOC145263032
g19613	LOC145263087
g19614	LOC145263033
g19615	LOC145263011
g19616	LOC145263089
g19617	LOC145263089
g19618	LOC145263089
g19619	LOC145263089
g19620	LOC145263089
g19621	LOC145263092
g19622	LOC145263093
g19623	LOC145263095
g19624	LOC145263095
g19625	LOC145263095
g19626	LOC145263095
g19627	LOC145263096
g1963	LOC145287909
g19630	LOC145263099
g19631	LOC145263098
g19633	LOC145263100
g19634	LOC145263100
g19635	LOC145263100
g19636	LOC145263101
g19637	LOC145263102
g19638	LOC145263103
g1964	LOC145287907
g19642	LOC145263104
g19647	LOC145263170
g19649	LOC145263034
g19650	LOC145263105
g19652	LOC145263106
g19653	LOC145263108
g19654	LOC145263109
g19655	LOC145263110
g19656	LOC145263112
g19657	LOC145263113
g19658	LOC145263114
g19664	LOC145263115
g19665	LOC145263116
g19666	LOC145263116
g19667	LOC145263118
g19668	LOC145263256
g19669	LOC145263120
g19670	LOC145263124
g19671	LOC145263120
g19672	LOC145263120
g19673	LOC145263120
g19674	LOC145263123
g19675	LOC145263125
g19678	LOC145263126
g1968	LOC145287906
g19680	LOC145263127
g19681	LOC145263127
g19683	LOC145263129
g19684	LOC145263130
g19685	LOC145263130
g19686	LOC145263131
g19687	LOC145263131
g19688	LOC145263131
g1969	LOC145287904
g19690	LOC145263132
g19691	LOC145263258
g19692	LOC145263133
g19693	LOC145263137
g19694	LOC145263137
g19696	LOC145263137
g19698	LOC145263138
g197	LOC145284706
g1970	LOC145287904
g19714	LOC145263135
g1972	LOC145287904
g1973	LOC145287903
g19730	LOC145263133
g19737	LOC145263653
g19738	LOC145263654
g19739	LOC145263939
g1974	LOC145287903
g19743	LOC145263650
g19745	LOC145263650
g19749	LOC145263938
g19755	LOC145263649
g19756	LOC145263648
g19757	LOC145263646
g19758	LOC145263647
g19759	LOC145263644
g19760	LOC145263644
g19762	LOC145263667
g19763	LOC145263667
g19764	LOC145263666
g19765	LOC145263666
g19766	LOC145263666
g19767	LOC145263664
g19768	LOC145263662
g19770	LOC145263661
g19771	LOC145263660
g19772	LOC145263659
g19773	LOC145263658
g19774	LOC145263657
g1978	LOC145287902
g19792	LOC145263675
g19794	LOC145263940
g19795	LOC145263676
g19796	LOC145263679
g19797	LOC145263679
g19798	LOC145263682
g19799	LOC145263682
g198	LOC145284706
g19801	LOC145263903
g19802	LOC145263904
g19806	LOC145263683
g19807	LOC145263683
g19810	LOC145263693
g19811	LOC145263693
g19812	LOC145263693
g19813	LOC145263693
g19814	LOC145263687
g19815	LOC145263686
g19816	LOC145263700
g19817	LOC145263698
g19818	LOC145263697
g19819	LOC145263697
g19821	LOC145263701
g19822	LOC145263707
g19823	LOC145263705
g19824	LOC145263710
g19826	LOC145263706
g19827	LOC145263702
g19828	LOC145263708
g19829	LOC145263713
g19830	LOC145263711
g19831	LOC145263715
g19833	LOC145263716
g19834	LOC145263721
g19835	LOC145263716
g19836	LOC145263719
g19837	LOC145263717
g19838	LOC145263720
g19839	LOC145263721
g19840	LOC145263720
g19841	LOC145263720
g19842	LOC145263723
g19843	LOC145263724
g19845	LOC145263726
g19846	LOC145263726
g19848	LOC145263727
g19849	LOC145263727
g19850	LOC145263728
g19851	LOC145263728
g19852	LOC145263730
g19853	LOC145263730
g19854	LOC145263736
g19856	LOC145263738
g19857	LOC145263738
g19858	LOC145263741
g19859	LOC145263741
g19860	LOC145263741
g19861	LOC145263743
g19862	LOC145263747
g19863	LOC145263750
g19864	LOC145263751
g19866	LOC145263751
g19867	LOC145263752
g19868	LOC145263753
g19870	LOC145263754
g19872	LOC145263759
g19873	LOC145263760
g19875	LOC145263762
g19877	LOC145263910
g19879	LOC145263763
g1988	LOC145260285
g19881	LOC145263764
g19882	LOC145263764
g19883	LOC145263766
g19884	LOC145263945
g19885	LOC145263767
g19889	LOC145263597
g19891	LOC145263594
g19892	LOC145263592
g19893	LOC145263591
g19894	LOC145263591
g19895	LOC145263590
g19896	LOC145263589
g19897	LOC145263776
g19898	LOC145263776
g19899	LOC145263774
g19900	LOC145263767
g19901	LOC145263767
g19902	LOC145263773
g19904	LOC145263777
g19912	LOC145263778
g19913	LOC145263778
g19914	LOC145263778
g1992	LOC145260190
g19921	LOC145263779
g19922	LOC145263780
g19923	LOC145263780
g19924	LOC145263780
g19926	LOC145263784
g19927	LOC145263785
g19929	LOC145263785
g1993	LOC145260190
g19931	LOC145263948
g19932	LOC145263786
g19933	LOC145263788
g19934	LOC145263788
g19935	LOC145263788
g19936	LOC145263789
g19937	LOC145263789
g19939	LOC145263789
g19940	LOC145263791
g19941	LOC145263790
g19942	LOC145263790
g19943	LOC145263794
g19944	LOC145263793
g19945	LOC145263795
g19946	LOC145263796
g19948	LOC145263798
g19949	LOC145263800
g1995	LOC145260285
g19950	LOC145263799
g19951	LOC145263799
g19952	LOC145263804
g19953	LOC145263803
g19954	LOC145263803
g19955	LOC145277819
g19956	LOC145263805
g19957	LOC145263951
g19958	LOC145263806
g19959	LOC145263807
g1996	LOC145260282
g19960	LOC145263809
g19961	LOC145263952
g19962	LOC145263810
g19963	LOC145263810
g19964	LOC145263812
g1997	LOC145260283
g19972	LOC145263818
g19973	LOC145263818
g19974	LOC145263819
g19975	LOC145263819
g19976	LOC145263820
g19977	LOC145263820
g1998	LOC145260278
g19981	LOC145263822
g19982	LOC145263823
g19983	LOC145263824
g19984	LOC145263825
g19985	LOC145263826
g19986	LOC145263827
g19987	LOC145263829
g19988	LOC145263829
g19989	LOC145263830
g1999	LOC145260279
g19990	LOC145263834
g19991	LOC145263832
g19992	LOC145263832
g19993	LOC145263832
g19994	LOC145263835
g19995	LOC145263837
g19996	LOC145263837
g19997	LOC145263838
g19998	LOC145263839
